2023-12-11 16:15:34,718 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-12-11 16:15:34,745 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-12-11 16:15:34,747 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-12-11 16:15:34,747 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-12-11 16:15:34,749 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-12-11 16:15:34,749 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-12-11 16:15:34,750 INFO  SwAddin.cs: 201 - Setting up command manager
2023-12-11 16:15:34,781 INFO  SwAddin.cs: 204 - Adding command manager
2023-12-11 16:15:34,784 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-12-11 16:15:34,786 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-12-11 16:15:34,786 INFO  SwAddin.cs: 210 - Adding event handlers
2023-12-11 16:15:34,789 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-12-11 17:08:53,322 INFO  SwAddin.cs: 294 - Assembly export called for file car.SLDASM
2023-12-11 17:08:54,452 INFO  SwAddin.cs: 313 - Saving assembly
2023-12-11 17:08:54,578 INFO  SwAddin.cs: 316 - Opening property manager
2023-12-11 17:08:54,588 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from car.SLDASM
2023-12-11 17:08:54,593 INFO  ExportHelperExtension.cs: 1136 - Found 66 in car.SLDASM
2023-12-11 17:08:54,593 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in car.SLDASM
2023-12-11 17:08:54,594 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-12-11 17:08:54,595 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2023-12-11 17:08:54,596 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_l3-1
2023-12-11 17:08:54,597 INFO  ExportHelperExtension.cs: 1136 - Found 34 in arm_l3-1
2023-12-11 17:08:54,597 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_l3-1
2023-12-11 17:08:54,598 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_rf-1
2023-12-11 17:08:54,598 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel_rf-1
2023-12-11 17:08:54,598 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_rf-1
2023-12-11 17:08:54,599 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2023-12-11 17:08:54,599 INFO  ExportHelperExtension.cs: 1136 - Found 31 in base-1
2023-12-11 17:08:54,600 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2023-12-11 17:08:54,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_rb-1
2023-12-11 17:08:54,601 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel_rb-1
2023-12-11 17:08:54,601 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_rb-1
2023-12-11 17:08:54,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_lb-1
2023-12-11 17:08:54,602 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel_lb-1
2023-12-11 17:08:54,602 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_lb-1
2023-12-11 17:08:54,602 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_lf-1
2023-12-11 17:08:54,603 INFO  ExportHelperExtension.cs: 1136 - Found 27 in wheel_lf-1
2023-12-11 17:08:54,603 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_lf-1
2023-12-11 17:08:54,604 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finger_2-1
2023-12-11 17:08:54,604 INFO  ExportHelperExtension.cs: 1136 - Found 27 in finger_2-1
2023-12-11 17:08:54,604 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in finger_2-1
2023-12-11 17:08:54,605 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finger_1-1
2023-12-11 17:08:54,605 INFO  ExportHelperExtension.cs: 1136 - Found 27 in finger_1-1
2023-12-11 17:08:54,606 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in finger_1-1
2023-12-11 17:08:54,606 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_l1-1
2023-12-11 17:08:54,607 INFO  ExportHelperExtension.cs: 1136 - Found 32 in arm_l1-1
2023-12-11 17:08:54,607 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arm_l1-1
2023-12-11 17:08:54,607 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hand-1
